item_id,category,difficulty,seed,raw_output,latency_ms,json_valid,parse_note,pred_vendor_name,correct_vendor_name,pred_invoice_date,correct_invoice_date,pred_invoice_number,correct_invoice_number,pred_total_amount,correct_total_amount,pred_tax_amount,correct_tax_amount,pred_line_item_count,correct_line_item_count,fields_correct,model,tier,params
UC2_069,office_supplies,medium,44,"{
  ""vendor_name"": ""Global Office Essentials"",
  ""invoice_date"": ""2025-02-05"",
  ""invoice_number"": ""GOE/2025/INV/0561-X"",
  ""total_amount"": 575.76,
  ""tax_amount"": 95.96,
  ""line_item_count"": 3
}",2240,True,clean,Global Office Essentials,True,2025-02-05,True,GOE/2025/INV/0561-X,True,575.76,True,95.96,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_072,tech_services,medium,42,"{
  ""vendor_name"": ""Tech Horizon Group"",
  ""invoice_date"": ""2024-12-03"",
  ""invoice_number"": ""TX-H-20241203-X"",
  ""total_amount"": 11584.5,
  ""tax_amount"": 954.5,
  ""line_item_count"": 2
}",2774,True,clean,Tech Horizon Group,True,2024-12-03,True,TX-H-20241203-X,True,11584.5,False,954.5,True,2,True,5,Llama-3.2-3B,SLM,3B
UC2_072,tech_services,medium,43,"{
  ""vendor_name"": ""Tech Horizon Group"",
  ""invoice_date"": ""2024-12-03"",
  ""invoice_number"": ""TX-H-20241203-X"",
  ""total_amount"": 11584.5,
  ""tax_amount"": 954.5,
  ""line_item_count"": 2
}",1992,True,clean,Tech Horizon Group,True,2024-12-03,True,TX-H-20241203-X,True,11584.5,False,954.5,True,2,True,5,Llama-3.2-3B,SLM,3B
UC2_072,tech_services,medium,44,"{
  ""vendor_name"": ""Tech Horizon Group"",
  ""invoice_date"": ""2024-12-03"",
  ""invoice_number"": ""TX-H-20241203-X"",
  ""total_amount"": 11584.5,
  ""tax_amount"": 954.5,
  ""line_item_count"": 2
}",2067,True,clean,Tech Horizon Group,True,2024-12-03,True,TX-H-20241203-X,True,11584.5,False,954.5,True,2,True,5,Llama-3.2-3B,SLM,3B
UC2_073,tech_services,medium,42,"{
  ""vendor_name"": ""CloudMatrix Corp"",
  ""invoice_date"": ""2025-01-15"",
  ""invoice_number"": ""CMX/INV/2025/0291-X"",
  ""total_amount"": 10750.0,
  ""tax_amount"": 1021.25,
  ""line_item_count"": 4
}",2952,True,clean,CloudMatrix Corp,True,2025-01-15,True,CMX/INV/2025/0291-X,True,10750.0,True,1021.25,False,4,True,5,Llama-3.2-3B,SLM,3B
UC2_073,tech_services,medium,43,"{
  ""vendor_name"": ""CloudMatrix Corp"",
  ""invoice_date"": ""2025-01-15"",
  ""invoice_number"": ""CMX/INV/2025/0291-X"",
  ""total_amount"": 10750.0,
  ""tax_amount"": 1021.25,
  ""line_item_count"": 4
}",2094,True,clean,CloudMatrix Corp,True,2025-01-15,True,CMX/INV/2025/0291-X,True,10750.0,True,1021.25,False,4,True,5,Llama-3.2-3B,SLM,3B
UC2_073,tech_services,medium,44,"{
  ""vendor_name"": ""CloudMatrix Corp"",
  ""invoice_date"": ""2025-01-15"",
  ""invoice_number"": ""CMX/INV/2025/0291-X"",
  ""total_amount"": 10750.0,
  ""tax_amount"": 1021.25,
  ""line_item_count"": 4
}",2122,True,clean,CloudMatrix Corp,True,2025-01-15,True,CMX/INV/2025/0291-X,True,10750.0,True,1021.25,False,4,True,5,Llama-3.2-3B,SLM,3B
UC2_077,software_saas,medium,42,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",3284,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_077,software_saas,medium,43,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",2260,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_077,software_saas,medium,44,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",2173,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_078,tech_services,medium,42,"{
  ""vendor_name"": ""CloudMatrix Corp"",
  ""invoice_date"": ""2025-01-15"",
  ""invoice_number"": ""CMX/INV/2025/0291-X"",
  ""total_amount"": 10750.0,
  ""tax_amount"": 1021.25,
  ""line_item_count"": 4
}",3125,True,clean,CloudMatrix Corp,True,2025-01-15,True,CMX/INV/2025/0291-X,True,10750.0,True,1021.25,False,4,True,5,Llama-3.2-3B,SLM,3B
UC2_078,tech_services,medium,43,"{
  ""vendor_name"": ""CloudMatrix Corp"",
  ""invoice_date"": ""2025-01-15"",
  ""invoice_number"": ""CMX/INV/2025/0291-X"",
  ""total_amount"": 10750.0,
  ""tax_amount"": 1021.25,
  ""line_item_count"": 4
}",2123,True,clean,CloudMatrix Corp,True,2025-01-15,True,CMX/INV/2025/0291-X,True,10750.0,True,1021.25,False,4,True,5,Llama-3.2-3B,SLM,3B
UC2_078,tech_services,medium,44,"{
  ""vendor_name"": ""CloudMatrix Corp"",
  ""invoice_date"": ""2025-01-15"",
  ""invoice_number"": ""CMX/INV/2025/0291-X"",
  ""total_amount"": 10750.0,
  ""tax_amount"": 1021.25,
  ""line_item_count"": 4
}",2125,True,clean,CloudMatrix Corp,True,2025-01-15,True,CMX/INV/2025/0291-X,True,10750.0,True,1021.25,False,4,True,5,Llama-3.2-3B,SLM,3B
UC2_079,tech_services,medium,42,"{
  ""vendor_name"": ""Tech Horizon Group"",
  ""invoice_date"": ""2024-12-03"",
  ""invoice_number"": ""TX-H-20241203-X-X"",
  ""total_amount"": 11584.5,
  ""tax_amount"": 954.5,
  ""line_item_count"": 2
}",2795,True,clean,Tech Horizon Group,True,2024-12-03,True,TX-H-20241203-X-X,True,11584.5,False,954.5,True,2,True,5,Llama-3.2-3B,SLM,3B
UC2_079,tech_services,medium,43,"{
  ""vendor_name"": ""Tech Horizon Group"",
  ""invoice_date"": ""2024-12-03"",
  ""invoice_number"": ""TX-H-20241203-X-X"",
  ""total_amount"": 11584.5,
  ""tax_amount"": 954.5,
  ""line_item_count"": 2
}",2062,True,clean,Tech Horizon Group,True,2024-12-03,True,TX-H-20241203-X-X,True,11584.5,False,954.5,True,2,True,5,Llama-3.2-3B,SLM,3B
UC2_079,tech_services,medium,44,"{
  ""vendor_name"": ""Tech Horizon Group"",
  ""invoice_date"": ""2024-12-03"",
  ""invoice_number"": ""TX-H-20241203-X-X"",
  ""total_amount"": 11584.5,
  ""tax_amount"": 954.5,
  ""line_item_count"": 2
}",2016,True,clean,Tech Horizon Group,True,2024-12-03,True,TX-H-20241203-X-X,True,11584.5,False,954.5,True,2,True,5,Llama-3.2-3B,SLM,3B
UC2_080,utilities,easy,42,"{
  ""vendor_name"": ""Metro Water District"",
  ""invoice_date"": ""2024-09-30"",
  ""invoice_number"": ""MWD-Q3-2024-00772-X"",
  ""total_amount"": 131.5,
  ""tax_amount"": 0,
  ""line_item_count"": 3
}",2776,True,clean,Metro Water District,True,2024-09-30,True,MWD-Q3-2024-00772-X,True,131.5,True,0,False,3,True,5,Llama-3.2-3B,SLM,3B
UC2_080,utilities,easy,43,"{
  ""vendor_name"": ""Metro Water District"",
  ""invoice_date"": ""2024-09-30"",
  ""invoice_number"": ""MWD-Q3-2024-00772-X"",
  ""total_amount"": 131.5,
  ""tax_amount"": 0,
  ""line_item_count"": 3
}",2036,True,clean,Metro Water District,True,2024-09-30,True,MWD-Q3-2024-00772-X,True,131.5,True,0,False,3,True,5,Llama-3.2-3B,SLM,3B
UC2_080,utilities,easy,44,"{
  ""vendor_name"": ""Metro Water District"",
  ""invoice_date"": ""2024-09-30"",
  ""invoice_number"": ""MWD-Q3-2024-00772-X"",
  ""total_amount"": 131.5,
  ""tax_amount"": 0,
  ""line_item_count"": 3
}",2004,True,clean,Metro Water District,True,2024-09-30,True,MWD-Q3-2024-00772-X,True,131.5,True,0,False,3,True,5,Llama-3.2-3B,SLM,3B
UC2_081,office_supplies,easy,42,"{
  ""vendor_name"": ""Quill Corporation"",
  ""invoice_date"": ""2025-02-14"",
  ""invoice_number"": ""INV-QC-2025-00338-X-X"",
  ""total_amount"": 376.92,
  ""tax_amount"": 27.92,
  ""line_item_count"": 1
}",2642,True,clean,Quill Corporation,True,2025-02-14,True,INV-QC-2025-00338-X-X,True,376.92,True,27.92,True,1,True,6,Llama-3.2-3B,SLM,3B
UC2_081,office_supplies,easy,43,"{
  ""vendor_name"": ""Quill Corporation"",
  ""invoice_date"": ""2025-02-14"",
  ""invoice_number"": ""INV-QC-2025-00338-X-X"",
  ""total_amount"": 376.92,
  ""tax_amount"": 27.92,
  ""line_item_count"": 1
}",2197,True,clean,Quill Corporation,True,2025-02-14,True,INV-QC-2025-00338-X-X,True,376.92,True,27.92,True,1,True,6,Llama-3.2-3B,SLM,3B
UC2_081,office_supplies,easy,44,"{
  ""vendor_name"": ""Quill Corporation"",
  ""invoice_date"": ""2025-02-14"",
  ""invoice_number"": ""INV-QC-2025-00338-X-X"",
  ""total_amount"": 376.92,
  ""tax_amount"": 27.92,
  ""line_item_count"": 1
}",2039,True,clean,Quill Corporation,True,2025-02-14,True,INV-QC-2025-00338-X-X,True,376.92,True,27.92,True,1,True,6,Llama-3.2-3B,SLM,3B
UC2_082,professional_services,hard,42,"{
  ""vendor_name"": ""Apex Global Consulting"",
  ""invoice_date"": ""2025-08-31"",
  ""invoice_number"": ""AGC-2025-ENGX-X"",
  ""total_amount"": 97000.0,
  ""tax_amount"": null,
  ""line_item_count"": null
}",2553,True,clean,Apex Global Consulting,True,2025-08-31,True,AGC-2025-ENGX-X,True,97000.0,True,,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_082,professional_services,hard,43,"{
  ""vendor_name"": ""Apex Global Consulting"",
  ""invoice_date"": ""2025-08-31"",
  ""invoice_number"": ""AGC-2025-ENGX-X"",
  ""total_amount"": 97000.0,
  ""tax_amount"": null,
  ""line_item_count"": null
}",1946,True,clean,Apex Global Consulting,True,2025-08-31,True,AGC-2025-ENGX-X,True,97000.0,True,,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_082,professional_services,hard,44,"{
  ""vendor_name"": ""Apex Global Consulting"",
  ""invoice_date"": ""2025-08-31"",
  ""invoice_number"": ""AGC-2025-ENGX-X"",
  ""total_amount"": 97000.0,
  ""tax_amount"": null,
  ""line_item_count"": null
}",1980,True,clean,Apex Global Consulting,True,2025-08-31,True,AGC-2025-ENGX-X,True,97000.0,True,,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_083,utilities,medium,42,"{
  ""vendor_name"": ""Broadband Plus"",
  ""invoice_date"": ""2025-02-28"",
  ""invoice_number"": ""BP-ENT-2025-0392-X"",
  ""total_amount"": 1105.0,
  ""tax_amount"": null,
  ""line_item_count"": 4
}",2792,True,clean,Broadband Plus,True,2025-02-28,True,BP-ENT-2025-0392-X,True,1105.0,True,,True,4,True,6,Llama-3.2-3B,SLM,3B
UC2_083,utilities,medium,43,"{
  ""vendor_name"": ""Broadband Plus"",
  ""invoice_date"": ""2025-02-28"",
  ""invoice_number"": ""BP-ENT-2025-0392-X"",
  ""total_amount"": 1105.0,
  ""tax_amount"": null,
  ""line_item_count"": 4
}",2006,True,clean,Broadband Plus,True,2025-02-28,True,BP-ENT-2025-0392-X,True,1105.0,True,,True,4,True,6,Llama-3.2-3B,SLM,3B
UC2_083,utilities,medium,44,"{
  ""vendor_name"": ""Broadband Plus"",
  ""invoice_date"": ""2025-02-28"",
  ""invoice_number"": ""BP-ENT-2025-0392-X"",
  ""total_amount"": 1105.0,
  ""tax_amount"": null,
  ""line_item_count"": 4
}",1982,True,clean,Broadband Plus,True,2025-02-28,True,BP-ENT-2025-0392-X,True,1105.0,True,,True,4,True,6,Llama-3.2-3B,SLM,3B
UC2_084,software_saas,easy,42,"{
  ""vendor_name"": ""HubSpot Inc."",
  ""invoice_date"": ""2025-01-01"",
  ""invoice_number"": ""HS-2025-00892-X"",
  ""total_amount"": 21600.0,
  ""tax_amount"": 1728.0,
  ""line_item_count"": 1
}",2611,True,clean,HubSpot Inc.,True,2025-01-01,True,HS-2025-00892-X,True,21600.0,True,1728.0,True,1,False,5,Llama-3.2-3B,SLM,3B
UC2_084,software_saas,easy,43,"{
  ""vendor_name"": ""HubSpot Inc."",
  ""invoice_date"": ""2025-01-01"",
  ""invoice_number"": ""HS-2025-00892-X"",
  ""total_amount"": 21600.0,
  ""tax_amount"": 1728.0,
  ""line_item_count"": 1
}",2015,True,clean,HubSpot Inc.,True,2025-01-01,True,HS-2025-00892-X,True,21600.0,True,1728.0,True,1,False,5,Llama-3.2-3B,SLM,3B
UC2_084,software_saas,easy,44,"{
  ""vendor_name"": ""HubSpot Inc."",
  ""invoice_date"": ""2025-01-01"",
  ""invoice_number"": ""HS-2025-00892-X"",
  ""total_amount"": 21600.0,
  ""tax_amount"": 1728.0,
  ""line_item_count"": 1
}",2062,True,clean,HubSpot Inc.,True,2025-01-01,True,HS-2025-00892-X,True,21600.0,True,1728.0,True,1,False,5,Llama-3.2-3B,SLM,3B
UC2_085,utilities,hard,42,"{
  ""vendor_name"": ""Tri-State Electrical Cooperative"",
  ""invoice_date"": ""2025-01-01"",
  ""invoice_number"": ""TSEC-CORP-9928-A-Q1-25-X-X"",
  ""total_amount"": 3789.2,
  ""tax_amount"": null,
  ""line_item_count"": 7
}",3180,True,clean,Tri-State Electrical Cooperative,True,2025-01-01,False,TSEC-CORP-9928-A-Q1-25-X-X,True,3789.2,True,,False,7,False,3,Llama-3.2-3B,SLM,3B
UC2_085,utilities,hard,43,"{
  ""vendor_name"": ""Tri-State Electrical Cooperative"",
  ""invoice_date"": ""2025-01-01"",
  ""invoice_number"": ""TSEC-CORP-9928-A-Q1-25-X-X"",
  ""total_amount"": 3789.2,
  ""tax_amount"": null,
  ""line_item_count"": 7
}",2203,True,clean,Tri-State Electrical Cooperative,True,2025-01-01,False,TSEC-CORP-9928-A-Q1-25-X-X,True,3789.2,True,,False,7,False,3,Llama-3.2-3B,SLM,3B
UC2_085,utilities,hard,44,"{
  ""vendor_name"": ""Tri-State Electrical Cooperative"",
  ""invoice_date"": ""2025-01-01"",
  ""invoice_number"": ""TSEC-CORP-9928-A-Q1-25-X-X"",
  ""total_amount"": 3789.2,
  ""tax_amount"": null,
  ""line_item_count"": 7
}",2173,True,clean,Tri-State Electrical Cooperative,True,2025-01-01,False,TSEC-CORP-9928-A-Q1-25-X-X,True,3789.2,True,,False,7,False,3,Llama-3.2-3B,SLM,3B
UC2_086,software_saas,medium,42,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",3032,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_086,software_saas,medium,43,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",2186,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_086,software_saas,medium,44,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",2118,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
UC2_087,tech_services,easy,42,"{
  ""vendor_name"": ""TechNova Solutions LLC"",
  ""invoice_date"": ""2024-08-15"",
  ""invoice_number"": ""TNS-20240815-001-X"",
  ""total_amount"": 5400.0,
  ""tax_amount"": 400.0,
  ""line_item_count"": 2
}",2772,True,clean,TechNova Solutions LLC,True,2024-08-15,True,TNS-20240815-001-X,True,5400.0,True,400.0,True,2,True,6,Llama-3.2-3B,SLM,3B
UC2_087,tech_services,easy,43,"{
  ""vendor_name"": ""TechNova Solutions LLC"",
  ""invoice_date"": ""2024-08-15"",
  ""invoice_number"": ""TNS-20240815-001-X"",
  ""total_amount"": 5400.0,
  ""tax_amount"": 400.0,
  ""line_item_count"": 2
}",2055,True,clean,TechNova Solutions LLC,True,2024-08-15,True,TNS-20240815-001-X,True,5400.0,True,400.0,True,2,True,6,Llama-3.2-3B,SLM,3B
UC2_087,tech_services,easy,44,"{
  ""vendor_name"": ""TechNova Solutions LLC"",
  ""invoice_date"": ""2024-08-15"",
  ""invoice_number"": ""TNS-20240815-001-X"",
  ""total_amount"": 5400.0,
  ""tax_amount"": 400.0,
  ""line_item_count"": 2
}",2097,True,clean,TechNova Solutions LLC,True,2024-08-15,True,TNS-20240815-001-X,True,5400.0,True,400.0,True,2,True,6,Llama-3.2-3B,SLM,3B
UC2_088,professional_services,medium,42,"{
  ""vendor_name"": ""Clearwater Training Solutions"",
  ""invoice_date"": ""2025-02-25"",
  ""invoice_number"": ""2025-TRN-0049-X"",
  ""total_amount"": 11119.36,
  ""tax_amount"": 839.36,
  ""line_item_count"": 5
}",2940,True,clean,Clearwater Training Solutions,True,2025-02-25,False,2025-TRN-0049-X,True,11119.36,True,839.36,True,5,True,5,Llama-3.2-3B,SLM,3B
UC2_088,professional_services,medium,43,"{
  ""vendor_name"": ""Clearwater Training Solutions"",
  ""invoice_date"": ""2025-02-25"",
  ""invoice_number"": ""2025-TRN-0049-X"",
  ""total_amount"": 11119.36,
  ""tax_amount"": 839.36,
  ""line_item_count"": 5
}",2078,True,clean,Clearwater Training Solutions,True,2025-02-25,False,2025-TRN-0049-X,True,11119.36,True,839.36,True,5,True,5,Llama-3.2-3B,SLM,3B
UC2_088,professional_services,medium,44,"{
  ""vendor_name"": ""Clearwater Training Solutions"",
  ""invoice_date"": ""2025-02-25"",
  ""invoice_number"": ""2025-TRN-0049-X"",
  ""total_amount"": 11119.36,
  ""tax_amount"": 839.36,
  ""line_item_count"": 5
}",2154,True,clean,Clearwater Training Solutions,True,2025-02-25,False,2025-TRN-0049-X,True,11119.36,True,839.36,True,5,True,5,Llama-3.2-3B,SLM,3B
UC2_089,utilities,easy,42,"{
  ""vendor_name"": ""SunCity Telecom"",
  ""invoice_date"": ""2024-10-15"",
  ""invoice_number"": ""SCT-INV-00912-X"",
  ""total_amount"": 945.0,
  ""tax_amount"": 75.6,
  ""line_item_count"": null
}",2543,True,clean,SunCity Telecom,True,2024-10-15,True,SCT-INV-00912-X,True,945.0,True,75.6,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_089,utilities,easy,43,"{
  ""vendor_name"": ""SunCity Telecom"",
  ""invoice_date"": ""2024-10-15"",
  ""invoice_number"": ""SCT-INV-00912-X"",
  ""total_amount"": 945.0,
  ""tax_amount"": 75.6,
  ""line_item_count"": null
}",1937,True,clean,SunCity Telecom,True,2024-10-15,True,SCT-INV-00912-X,True,945.0,True,75.6,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_089,utilities,easy,44,"{
  ""vendor_name"": ""SunCity Telecom"",
  ""invoice_date"": ""2024-10-15"",
  ""invoice_number"": ""SCT-INV-00912-X"",
  ""total_amount"": 945.0,
  ""tax_amount"": 75.6,
  ""line_item_count"": null
}",1940,True,clean,SunCity Telecom,True,2024-10-15,True,SCT-INV-00912-X,True,945.0,True,75.6,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_090,tech_services,hard,42,"{
  ""vendor_name"": ""Delta Secure Systems"",
  ""invoice_date"": ""2025-06-15"",
  ""invoice_number"": ""DSS-CORP-2025-X"",
  ""total_amount"": 32100.0,
  ""tax_amount"": 2568.0,
  ""line_item_count"": null
}",2640,True,clean,Delta Secure Systems,True,2025-06-15,True,DSS-CORP-2025-X,True,32100.0,True,2568.0,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_090,tech_services,hard,43,"{
  ""vendor_name"": ""Delta Secure Systems"",
  ""invoice_date"": ""2025-06-15"",
  ""invoice_number"": ""DSS-CORP-2025-X"",
  ""total_amount"": 32100.0,
  ""tax_amount"": 2568.0,
  ""line_item_count"": null
}",2024,True,clean,Delta Secure Systems,True,2025-06-15,True,DSS-CORP-2025-X,True,32100.0,True,2568.0,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_090,tech_services,hard,44,"{
  ""vendor_name"": ""Delta Secure Systems"",
  ""invoice_date"": ""2025-06-15"",
  ""invoice_number"": ""DSS-CORP-2025-X"",
  ""total_amount"": 32100.0,
  ""tax_amount"": 2568.0,
  ""line_item_count"": null
}",2026,True,clean,Delta Secure Systems,True,2025-06-15,True,DSS-CORP-2025-X,True,32100.0,True,2568.0,True,,False,5,Llama-3.2-3B,SLM,3B
UC2_091,software_saas,medium,42,"{
  ""vendor_name"": ""Zoom Video Communications"",
  ""invoice_date"": ""2025-03-01"",
  ""invoice_number"": ""ZVC-ENT-2025-00441-X"",
  ""total_amount"": 90937.24,
  ""tax_amount"": 7207.24,
  ""line_item_count"": 3
}",3022,True,clean,Zoom Video Communications,True,2025-03-01,True,ZVC-ENT-2025-00441-X,True,90937.24,True,7207.24,True,3,True,6,Llama-3.2-3B,SLM,3B
