id,text,label,category,subcategory,difficulty,source,notes,split
UC1_030,"Your survey response qualified you for $750. To receive payment, verify your bank details: survey-payout.co",THREAT,T2_Financial_Fraud,Fake Prize,hard,synthetic,Survey reward scam — plausible framing,train
UC1_031,Our AI trading bot made 847% returns last quarter. Minimum investment $200. Join now: ai-trading-returns.com,THREAT,T2_Financial_Fraud,Investment Scam,hard,synthetic,AI trading scam — topical 2025-2026 pattern,train
UC1_032,Sprint Wireless: You have an unclaimed bill credit of $147.50. Claim at sprint-credit-claim.com,THREAT,T2_Financial_Fraud,Fake Prize,medium,synthetic,Telecom credit fraud,train
UC1_033,"COVID-19 relief fund: You qualify for $1,400 government payment. Claim at covid-relief-fund.net",THREAT,T2_Financial_Fraud,Advance Fee,medium,synthetic,Government benefit fraud — COVID context,train
UC1_034,"WINNER! Your number was drawn in our lottery. Prize: $10,000. Call +1-800-555-0147 to claim.",THREAT,T2_Financial_Fraud,Fake Prize,easy,uci_augmented,Phone lottery scam,train
UC1_035,"We reviewed your profile and pre-qualified you for a $15,000 personal loan at 2.9% APR. Apply: fastcash-loans.net",THREAT,T2_Financial_Fraud,Loan Scam,hard,synthetic,Fake pre-qualification — hard to distinguish from legitimate,train
UC1_036,"Your verification code is 847291. NEVER share this code. If you did not request this, call us immediately.",THREAT,T3_Account_Takeover,OTP Abuse,easy,synthetic,Unsolicited OTP — attacker triggered login,train
UC1_037,"Hi, I accidentally sent money to your account. Can you send it back? Also can you share the OTP you just received?",THREAT,T3_Account_Takeover,OTP Request,medium,synthetic,Social engineering OTP extraction,train
UC1_038,Your bank sent a one-time code to verify a $0.01 deposit. Share the code with our agent to confirm your identity.,THREAT,T3_Account_Takeover,OTP Abuse,hard,synthetic,Fake micro-deposit OTP extraction,train
UC1_039,We received a request to reset your password. Your reset code is 392847. Share with our support team to verify.,THREAT,T3_Account_Takeover,Password Reset Abuse,medium,synthetic,Password reset code extraction,train
UC1_040,ACTION REQUIRED: Confirm your SIM transfer request by replying YES. Your number will move to a new device.,THREAT,T3_Account_Takeover,SIM Swap,hard,synthetic,SIM swap confirmation phishing,train
UC1_041,Facebook security: We noticed a login attempt. Your code is 719283. Enter at facebook.com/recover,THREAT,T3_Account_Takeover,OTP Abuse,medium,synthetic,Social media account takeover,train
UC1_042,This is customer service. We are processing your refund but need the 6-digit code we just sent you to verify.,THREAT,T3_Account_Takeover,OTP Request,hard,synthetic,Fake customer service OTP extraction,train
UC1_043,Your Google verification code is 492017. Do not share it. Someone is trying to access your account.,THREAT,T3_Account_Takeover,OTP Abuse,easy,synthetic,Google account takeover attempt — OTP triggered,train
UC1_044,"Instagram: Your password was changed. If not you, click immediately: instagram-recover.net",THREAT,T3_Account_Takeover,Password Reset Abuse,medium,synthetic,Post-takeover notification with fake recovery link,train
UC1_045,"Hi, this is your bank's fraud department. We blocked a suspicious transaction. Please confirm your identity with the code you received.",THREAT,T3_Account_Takeover,OTP Request,hard,synthetic,Vishing via SMS — fake fraud department,train
UC1_046,WhatsApp: Your registration code is 847-291. Do not share this code with anyone. WhatsApp will never ask for it.,THREAT,T3_Account_Takeover,OTP Abuse,medium,synthetic,WhatsApp account takeover OTP,train
UC1_047,"Your number port request is being processed. If you did not request this, call 611 immediately. Do not ignore.",THREAT,T3_Account_Takeover,SIM Swap,hard,synthetic,Carrier SIM port notification — attacker initiated,train
UC1_048,"Hey, I am sending you $200 via Cash App but it requires your one-time PIN to complete. What is the code?",THREAT,T3_Account_Takeover,OTP Request,hard,synthetic,P2P payment OTP social engineering,train
UC1_049,Roblox: Someone is trying to log in to your account. Your verification code is 581934.,THREAT,T3_Account_Takeover,OTP Abuse,easy,synthetic,Gaming account takeover — targets younger users,train
UC1_050,Twitter/X: We received a password reset request. Reset link: twitter-password-reset.net (expires in 10 min),THREAT,T3_Account_Takeover,Password Reset Abuse,medium,synthetic,Fake password reset with urgency,test
UC1_051,You have 3 unread voicemails. Listen at: bit.ly/voicemail-listen-now,THREAT,T4_Malware,Malicious Link,easy,uci_augmented,Fake voicemail malware delivery,test
UC1_052,Your phone has 4 viruses! Install our free security app to remove them now: phone-cleaner-free.apk,THREAT,T4_Malware,Fake App,medium,synthetic,Fake antivirus — malware delivery,test
UC1_053,Your friend tagged you in a photo. View it here: photo-tag-viewer.com/id=48291,THREAT,T4_Malware,Malicious Link,hard,synthetic,Social media malware — fake photo tag,test
UC1_054,BREAKING: Leaked celebrity video. Watch before it's removed: leaked-vid-2026.net/watch,THREAT,T4_Malware,Malicious Link,medium,synthetic,Sensational content malware delivery,test
UC1_055,WhatsApp update required to continue using the service. Download now: whatsapp-update-2026.com,THREAT,T4_Malware,Fake Update,hard,synthetic,Fake app update — malware delivery,test
UC1_056,Your device has been compromised. Emergency scan: tinyurl.com/device-scan-now,THREAT,T4_Malware,Malicious Link,easy,synthetic,Fear-based malware delivery,test
UC1_057,New government contact tracing app required by law. Download: health-tracing-app.gov-update.com,THREAT,T4_Malware,Fake App,medium,synthetic,Government impersonation malware,test
UC1_058,Hi! I found some old photos of us from college. You'll love these: shared-memories-2008.net,THREAT,T4_Malware,Malicious Link,hard,synthetic,Personalised social engineering malware link,test
UC1_059,iOS 19.2 security patch available. Critical update — install now to prevent data theft: ios-patch.apple-update.net,THREAT,T4_Malware,Fake Update,medium,synthetic,Fake iOS update — Apple impersonation,test
UC1_060,Your e-statement is ready. View your account summary: ebank-statement-viewer.com/ref=TX8291,THREAT,T4_Malware,Malicious Link,hard,synthetic,Banking malware — legitimate-looking link,test
UC1_061,"Grandma it's me! I got arrested and need bail money $2,000. Please send via Western Union. Don't tell mom.",THREAT,T5_Social_Engineering,Grandparent Scam,hard,synthetic,Grandparent scam — emotional manipulation,test
UC1_062,"Hey, I found your number online. I'm a US soldier stationed overseas. Would love to get to know you.",THREAT,T5_Social_Engineering,Romance Scam,hard,synthetic,Romance scam opener,test
UC1_063,This is your electric company. Your service will be disconnected in 2 hours unless you pay $187 by gift card.,THREAT,T5_Social_Engineering,Impersonation,medium,uci_augmented,Utility cutoff scam — gift card payment,test
UC1_064,FBI WARNING: Your IP was linked to illegal activity. Pay $500 fine to avoid arrest: fbi-fine-portal.com,THREAT,T5_Social_Engineering,Impersonation,medium,synthetic,Law enforcement impersonation,test
UC1_065,Work from home opportunity! Earn $500/day. No experience needed. Start today: remote-jobs-now.net,THREAT,T5_Social_Engineering,Job Scam,hard,synthetic,Job scam — money mule recruitment,test
UC1_066,This is your boss. I'm in a meeting and need you to buy 5 Google Play gift cards $100 each urgently. I'll explain later.,THREAT,T5_Social_Engineering,Impersonation,hard,synthetic,CEO fraud via SMS — gift card request,test
UC1_067,"Mom, I broke my phone and this is a friend's number. I need $300 for an emergency. Can you Cash App me?",THREAT,T5_Social_Engineering,Grandparent Scam,hard,synthetic,Family impersonation emergency scam,test
UC1_068,I know this is sudden but I've developed feelings for you. I need $800 for a flight to come visit you.,THREAT,T5_Social_Engineering,Romance Scam,hard,synthetic,Romance scam — money request stage,test
UC1_069,Congratulations! Your resume was reviewed and you qualify for a $28/hr data entry job. Apply: jobs-remote-entry.com,THREAT,T5_Social_Engineering,Job Scam,medium,synthetic,Fake job offer — data theft or money mule,test
UC1_070,Social Security Administration: Your SSN has been suspended due to suspicious activity. Call 1-800-555-0183 immediately.,THREAT,T5_Social_Engineering,Impersonation,medium,synthetic,SSA impersonation — phone-based continuation,test
UC1_071,"Chase: $52.34 debit at WHOLE FOODS MARKET on 03/02. Available balance: $1,847.22. Questions? chase.com",BENIGN,B1_Legitimate_Bank,Transaction Alert,medium,synthetic,Legitimate bank transaction alert — real domain,train
UC1_072,Your Bank of America sign-in code is 847291. Valid for 10 minutes. Never share this code.,BENIGN,B1_Legitimate_Bank,OTP Legitimate,hard,synthetic,Legitimate OTP — user initiated login,train
UC1_073,Wells Fargo: Your account statement is ready to view at wellsfargo.com. No action required.,BENIGN,B1_Legitimate_Bank,Service Alert,easy,synthetic,Legitimate statement notification,train
UC1_074,"AMEX: Large purchase alert. $1,200.00 at BEST BUY #0482. Not you? Call 1-800-528-4800.",BENIGN,B1_Legitimate_Bank,Transaction Alert,medium,synthetic,Legitimate large purchase alert with real phone number,train
UC1_075,Your Citibank credit card payment of $450 is due on March 15. Pay at citi.com to avoid late fees.,BENIGN,B1_Legitimate_Bank,Service Alert,easy,synthetic,Legitimate payment reminder,train
UC1_076,"TD Bank: Your checking account balance is $47.18, below your $100 alert threshold. Transfer funds at tdbank.com.",BENIGN,B1_Legitimate_Bank,Low Balance,medium,synthetic,User-configured low balance alert,train
UC1_077,Zelle payment of $150 from Mom received. Funds available in your bank account. Questions? Call your bank.,BENIGN,B1_Legitimate_Bank,Transaction Alert,hard,synthetic,Legitimate P2P payment received — hard because Zelle is used in scams too,train
UC1_078,Use code 291847 to authorize your wire transfer. Valid 5 min. Call 800-432-1000 if you did not request this.,BENIGN,B1_Legitimate_Bank,OTP Legitimate,hard,synthetic,Legitimate wire transfer OTP with real contact number,train
UC1_079,Capital One: Your new card ending in 4821 has been activated. Start using it today. capitalone.com,BENIGN,B1_Legitimate_Bank,Service Alert,easy,synthetic,Legitimate card activation confirmation,train
UC1_080,PayPal: You sent $75.00 to john.smith@email.com. Transaction ID: 3TY82910K. View at paypal.com/activity.,BENIGN,B1_Legitimate_Bank,Transaction Alert,medium,synthetic,Legitimate PayPal transaction confirmation,train
UC1_081,Hey! Are you coming to dinner tonight? We're meeting at 7pm at Mario's. Let me know!,BENIGN,B2_Personal,Casual Conversation,easy,synthetic,Normal personal message,train
UC1_082,Dr. Johnson's office reminder: Your appointment is tomorrow March 3 at 2:30pm. Reply CONFIRM or call 555-0147.,BENIGN,B2_Personal,Appointment,easy,synthetic,Legitimate medical appointment reminder,train
UC1_083,Can you pick up milk on the way home? Also we're out of coffee. Thanks!,BENIGN,B2_Personal,Casual Conversation,easy,synthetic,Everyday personal message,train
UC1_084,Your Amazon order #112-8472910-2934781 has shipped. Estimated delivery: March 4. Track at amazon.com/orders,BENIGN,B2_Personal,Delivery,medium,synthetic,Legitimate Amazon shipping notification,train
UC1_085,Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,BENIGN,B2_Personal,Casual Conversation,easy,synthetic,Birthday message,train
UC1_086,Haircut reminder: Your appointment with Jake is Thursday at 4pm. Reply CANCEL to reschedule.,BENIGN,B2_Personal,Appointment,easy,synthetic,Legitimate salon appointment,train
UC1_087,USPS: Your package will be delivered today by 8pm. USPS Tracking: 9400111899223397319671. usps.com,BENIGN,B2_Personal,Delivery,medium,synthetic,Legitimate USPS delivery — note real domain,train
UC1_088,Meeting moved to 3pm tomorrow. Same room. Let everyone know. Thanks,BENIGN,B2_Personal,Casual Conversation,easy,synthetic,Work message — schedule change,train
UC1_089,Your car service is complete. Total: $287.50. You can pick up anytime during business hours. -Mike's Auto,BENIGN,B2_Personal,Appointment,easy,synthetic,Legitimate auto service completion,train
UC1_090,FedEx: Delivery attempted at 2:14pm. Package held at FedEx location at 123 Main St. Redeliver: fedex.com,BENIGN,B2_Personal,Delivery,medium,synthetic,Legitimate FedEx missed delivery — note real domain,train
UC1_091,Target: Save 20% this weekend! Use code SAVE20 at checkout. Shop at target.com. Reply STOP to opt out.,BENIGN,B3_Legitimate_Promo,Retail Offer,medium,synthetic,Legitimate retail promotion with opt-out,train
UC1_092,Starbucks Rewards: You earned 25 stars on your last visit! You now have 180 stars. starbucks.com/rewards,BENIGN,B3_Legitimate_Promo,Loyalty Program,medium,synthetic,Legitimate loyalty program update,test
UC1_093,Flash sale! 50% off all shoes for the next 2 hours. Shop now: nike.com/sale. Reply STOP to unsubscribe.,BENIGN,B3_Legitimate_Promo,Retail Offer,hard,synthetic,Hard: legitimate urgent promo resembles scam pattern,test
UC1_094,Netflix: Your payment of $15.49 was processed. Thank you for being a member. netflix.com/account,BENIGN,B3_Legitimate_Promo,Service Update,easy,synthetic,Legitimate subscription confirmation,test
UC1_095,"Delta SkyMiles: You earned 1,247 miles on your recent flight. Total balance: 23,891. delta.com/skymiles",BENIGN,B3_Legitimate_Promo,Loyalty Program,medium,synthetic,Legitimate airline miles update,test
UC1_096,Walmart: Your grocery pickup order is ready! Come to the pickup area. Order #WM-48291. walmart.com,BENIGN,B3_Legitimate_Promo,Retail Offer,medium,synthetic,Legitimate grocery pickup notification,test
UC1_097,Spotify: Your Premium plan renews on March 15 for $10.99. Manage at spotify.com/account. Reply STOP to cancel.,BENIGN,B3_Legitimate_Promo,Service Update,easy,synthetic,Legitimate subscription renewal reminder,test
UC1_098,Congratulations! You've reached Gold status with us. Your exclusive benefits are now active. Sign in to view.,BENIGN,B3_Legitimate_Promo,Loyalty Program,hard,synthetic,Hard: no URL or brand — ambiguous but no threat indicators,test
UC1_099,T-Mobile: Your AutoPay of $85 is scheduled for March 10. View your bill at t-mobile.com/account.,BENIGN,B3_Legitimate_Promo,Service Update,easy,synthetic,Legitimate carrier billing reminder,test
UC1_100,CVS Pharmacy: Your prescription is ready for pickup. Questions? Call 555-0182. CVS.com/pharmacy,BENIGN,B3_Legitimate_Promo,Retail Offer,medium,synthetic,Legitimate pharmacy prescription ready,test
