id,text,label,category,subcategory,difficulty,source,notes,split
UC7_015,"Upon termination for any reason, Vendor shall continue to provide transition services for up to twelve (12) months at no additional charge. Vendor shall transfer all work product, documentation, and data to Client or its designee within thirty (30) days of termination, at Vendor's sole expense.",HIGH_RISK,Termination,Post-Termination Obligations,medium,synthetic,12 months of free transition services post-termination,train
UC7_016,"During the term of this Agreement and for a period of three (3) years thereafter, Consultant shall not, directly or indirectly, engage in, own, manage, operate, or participate in any business that competes with Client's business anywhere in the world.",HIGH_RISK,Non-Compete,Unlimited Geographic Scope,easy,synthetic,Worldwide non-compete for 3 years — likely unenforceable but still high risk,train
UC7_017,"Employee agrees that for twenty-four (24) months following termination of employment, Employee shall not (a) provide services to any Competing Business, (b) solicit any customer or prospective customer of Employer, or (c) recruit or hire any employee or contractor of Employer. 'Competing Business' means any entity that offers products or services similar to any product or service offered by Employer at any time during Employee's employment.",HIGH_RISK,Non-Compete,Broad Activity Restriction,medium,synthetic,Expansive definition of Competing Business — covers all historical products,train
UC7_018,"Provider covenants that it will not engage in Competing Activities during the Term and for eighteen (18) months thereafter within the Territory. The parties agree that in the event of breach, Provider shall pay liquidated damages of $500,000 per occurrence, and Client shall be entitled to injunctive relief without the need to post bond or prove irreparable harm.",HIGH_RISK,Non-Compete,Non-Compete with Penalty,hard,synthetic,Liquidated damages plus injunctive relief without bond — compounding penalties,train
UC7_019,"For a period of thirty-six (36) months following the expiration or termination of this Agreement, neither party shall directly or indirectly solicit, divert, or appropriate any business opportunity identified during the Term. Notwithstanding the mutual framing of this clause, Partner A acknowledges that Partner B's client relationships are proprietary, and Partner A's restriction extends to any client with whom Partner B has had contact in the preceding five (5) years.",HIGH_RISK,Non-Compete,Broad Non-Solicitation,hard,synthetic,Appears mutual but second sentence creates massive asymmetric restriction,test
UC7_020,"During the Restricted Period, Licensee shall not develop, market, license, or sell any product or technology that incorporates functionality substantially similar to the Licensed Technology, even if such product or technology was independently developed by Licensee without use of Licensor's confidential information or trade secrets.",HIGH_RISK,Non-Compete,IP Non-Compete,medium,synthetic,Prohibits independent development — extremely restrictive IP non-compete,test
UC7_021,"Client hereby grants Provider an irrevocable, perpetual, worldwide, royalty-free license to use, reproduce, modify, and create derivative works from all data provided by Client or generated through Client's use of the Services, for any purpose, including but not limited to Provider's own commercial purposes.",HIGH_RISK,Data Privacy,Unlimited Data Rights,easy,synthetic,Irrevocable perpetual data license for all purposes — extreme data grab,test
UC7_022,"Provider may share Client Data with its affiliates, subcontractors, business partners, and other third parties as Provider deems necessary for the provision or improvement of its services. Provider shall use commercially reasonable efforts to ensure such third parties maintain appropriate safeguards, but shall not be liable for any unauthorized access, use, or disclosure by such third parties.",HIGH_RISK,Data Privacy,Broad Data Sharing,medium,synthetic,Unlimited third-party sharing with no liability for breaches,test
UC7_023,"Processor shall process Personal Data in accordance with Controller's instructions. Controller acknowledges that Processor's standard infrastructure may involve the transfer and storage of Personal Data in jurisdictions that do not provide an adequate level of data protection, and Controller consents to such transfers. Processor shall implement technical and organizational measures consistent with industry practice, provided that Controller bears sole responsibility for ensuring compliance with applicable data protection laws.",HIGH_RISK,Data Privacy,Regulatory Non-Compliance,hard,synthetic,Shifts all regulatory compliance responsibility to Controller while retaining transfer rights,test
UC7_024,"Upon termination of this Agreement, Provider shall have the right to retain all Client Data, including personal data, for an indefinite period for archival, compliance, dispute resolution, and business analytics purposes. Client waives any right to request deletion of such data following termination.",HIGH_RISK,Data Privacy,Data Retention Unlimited,medium,synthetic,Indefinite data retention with waiver of deletion rights — conflicts with GDPR/CCPA,test
UC7_025,"In the event of a Security Incident affecting Client Data, Provider shall notify Client within a commercially reasonable time following Provider's determination that notification is warranted. Client agrees that Provider's determination of whether a Security Incident has occurred, and the appropriate timing of notification, shall be at Provider's sole discretion and shall not give rise to any claim by Client.",HIGH_RISK,Data Privacy,Breach Notification Waiver,hard,synthetic,Subjective breach notification with no fixed timeline — undermines statutory requirements,test
UC7_026,"Each party's aggregate liability under this Agreement shall not exceed the total fees paid or payable by Client during the twelve (12) month period preceding the event giving rise to the claim. This limitation applies to all causes of action in the aggregate, including breach of contract, tort, and strict liability.",MEDIUM_RISK,Liability,Capped Liability,easy,synthetic,Standard 12-month cap — reasonable but not risk-free,train
UC7_027,"In no event shall either party be liable to the other for any indirect, incidental, special, consequential, or punitive damages, or any loss of profits, revenue, data, or business opportunity, arising out of or related to this Agreement, regardless of whether such damages are based on contract, tort, strict liability, or any other theory.",MEDIUM_RISK,Liability,Consequential Damages Exclusion,easy,synthetic,Mutual consequential damages exclusion — standard but creates medium risk,train
UC7_028,"Provider's aggregate liability shall not exceed two times (2x) the annual fees paid under this Agreement for direct damages. For data breach claims, Provider's liability shall be capped at five times (5x) annual fees. Notwithstanding the foregoing, these limitations shall not apply to Provider's indemnification obligations under Section 8.",MEDIUM_RISK,Liability,Tiered Liability Cap,medium,synthetic,Tiered cap with carve-out for indemnification — moderate risk,train
UC7_029,"Provider warrants that the Services will conform in all material respects to the specifications set forth in the applicable Statement of Work for a period of ninety (90) days following delivery. Provider's sole obligation and Client's exclusive remedy for breach of this warranty shall be, at Provider's option, repair or replacement of the non-conforming Services or a refund of fees paid for such Services.",MEDIUM_RISK,Liability,Limited Warranty,medium,synthetic,Limited warranty with exclusive remedy — caps exposure but restricts Client's options,train
UC7_030,"Contractor shall maintain commercial general liability insurance with limits of not less than $2,000,000 per occurrence and $5,000,000 in the aggregate, professional liability insurance of $3,000,000, and cyber liability insurance of $5,000,000. All policies shall name Client as an additional insured. Contractor's aggregate liability cap under this Agreement shall equal the applicable insurance limits.",MEDIUM_RISK,Liability,Insurance Requirement,hard,synthetic,Cap tied to insurance limits — seems protective but creates ambiguity if policy lapses,train
UC7_031,"During the term of this Agreement and for twelve (12) months following its expiration, Consultant shall not engage in any Competing Business within a fifty (50) mile radius of Client's principal place of business. 'Competing Business' means any entity offering services substantially similar to those provided under this Agreement.",MEDIUM_RISK,Non-Compete,Geographically Limited,easy,synthetic,Geographically limited non-compete with reasonable duration,train
UC7_032,"For a period of twelve (12) months following termination, neither party shall directly solicit for employment any employee of the other party who was involved in the performance of this Agreement. This restriction does not apply to general advertising or recruitment efforts not specifically targeted at the other party's employees.",MEDIUM_RISK,Non-Compete,Non-Solicitation Mutual,easy,synthetic,Mutual non-solicitation with carve-out for general recruiting — balanced,train
UC7_033,"For eighteen (18) months following termination, Provider shall not directly or indirectly solicit or accept business from any customer of Client to whom Provider provided services during the final twenty-four (24) months of the Agreement. Provider may continue to serve such customers with respect to services unrelated to those provided under this Agreement.",MEDIUM_RISK,Non-Compete,Customer Non-Solicitation,medium,synthetic,Customer non-solicitation with reasonable scope and carve-out,train
UC7_034,"Employee agrees that for twelve (12) months following separation, Employee will not provide consulting, advisory, or employment services to any entity listed on Exhibit B (Restricted Competitors). The parties shall review and update Exhibit B annually. Employer may add up to five (5) new entities to Exhibit B per year, provided each addition is a bona fide competitor at the time of addition.",MEDIUM_RISK,Non-Compete,Industry Restriction,hard,synthetic,Named competitors with annual update right — seems reasonable but update mechanism creates drift risk,train
UC7_035,"The non-compete restrictions set forth in Section 7.1 shall apply only if Employer provides Employee with garden leave compensation equal to fifty percent (50%) of Employee's base salary during the restricted period. If Employer elects not to provide such compensation, the non-compete shall be void and of no effect, but the non-solicitation obligations shall remain in full force.",MEDIUM_RISK,Non-Compete,Conditional Non-Compete,hard,synthetic,Garden leave conditional non-compete — nuanced enforceability depends on election,train
UC7_036,"Seller warrants that the Products shall be free from defects in materials and workmanship for a period of twelve (12) months from the date of delivery. This warranty does not cover damage resulting from misuse, unauthorized modification, or failure to follow Seller's instructions. Seller's liability under this warranty is limited to repair, replacement, or credit at Seller's option.",MEDIUM_RISK,Warranty,Limited Warranty,easy,synthetic,Standard limited product warranty with reasonable exclusions,train
UC7_037,"EXCEPT AS EXPRESSLY SET FORTH IN SECTION 5.1, THE SERVICES ARE PROVIDED 'AS IS' AND PROVIDER DISCLAIMS ALL WARRANTIES, WHETHER EXPRESS, IMPLIED, OR STATUTORY, INCLUDING WITHOUT LIMITATION WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NON-INFRINGEMENT. Provider does not warrant that the Services will be uninterrupted or error-free.",MEDIUM_RISK,Warranty,Warranty Disclaimer,medium,synthetic,Standard AS-IS disclaimer but leaves express warranty intact — common SaaS pattern,train
UC7_038,"Provider shall use commercially reasonable efforts to maintain 99.9% uptime for the Platform, measured monthly. In the event Provider fails to meet this commitment, Client shall receive a service credit equal to five percent (5%) of the monthly fees for each full hour of downtime exceeding the commitment, up to a maximum credit of twenty-five percent (25%) of monthly fees.",MEDIUM_RISK,Warranty,SLA with Credits,medium,synthetic,SLA with capped service credits — no direct damages for downtime,train
UC7_039,"Vendor warrants that the Software shall perform substantially in accordance with the Documentation. If Client reports a material non-conformity within sixty (60) days of acceptance, Vendor shall use reasonable efforts to correct the non-conformity. If Vendor cannot correct the non-conformity within ninety (90) days, Client may terminate the affected Order and receive a pro-rata refund of prepaid unused fees.",MEDIUM_RISK,Warranty,Performance Warranty,hard,synthetic,Short acceptance window plus 'reasonable efforts' standard — subtle limitation,train
UC7_040,"In the event Contractor fails to achieve Substantial Completion by the Guaranteed Completion Date, Contractor shall pay Owner liquidated damages in the amount of $5,000 per calendar day of delay, up to a maximum of ten percent (10%) of the Contract Price. The parties agree that actual damages for delay are difficult to ascertain and that this amount represents a reasonable estimate of such damages.",MEDIUM_RISK,Warranty,Liquidated Damages,hard,synthetic,Liquidated damages with cap — reasonable on face but daily accrual creates pressure,train
UC7_041,"All Work Product created by Contractor in the performance of the Services shall be considered work made for hire and shall be the exclusive property of Client. Contractor hereby assigns to Client all right, title, and interest in such Work Product. Client grants Contractor a non-exclusive, royalty-free license to use the general concepts, techniques, and know-how developed during the engagement.",MEDIUM_RISK,IP Rights,Work-for-Hire with License Back,easy,synthetic,Full IP assignment with limited license-back — standard consulting arrangement,train
UC7_042,"Any intellectual property jointly developed by the parties during the performance of this Agreement shall be jointly owned. Each party shall have the right to use, license, and exploit such Joint IP without the consent of or accounting to the other party, subject to the confidentiality obligations herein.",MEDIUM_RISK,IP Rights,Joint Ownership,medium,synthetic,Joint IP ownership without consent requirement — creates commercialization risk,train
UC7_043,"Provider retains all right, title, and interest in its pre-existing intellectual property and any improvements, modifications, or derivative works thereof ('Provider Technology'). Client is granted a non-exclusive, non-transferable, limited license to use Provider Technology solely as embedded in the Deliverables for Client's internal business purposes.",MEDIUM_RISK,IP Rights,Background IP Reservation,medium,synthetic,Provider retains background IP including improvements — could limit Client's flexibility,train
UC7_044,"To the extent permitted by applicable law, Contractor irrevocably waives all moral rights in the Work Product, including rights of attribution and integrity. Contractor acknowledges that Client may modify, adapt, or create derivative works from the Work Product without attribution to Contractor, and Contractor consents to any such modification.",MEDIUM_RISK,IP Rights,Moral Rights Waiver,hard,synthetic,Moral rights waiver — enforceable in US but problematic in EU jurisdictions,test
UC7_045,"Licensor shall deposit the source code of the Licensed Software with a mutually agreed escrow agent. The source code shall be released to Licensee upon the occurrence of a Release Event, including (a) Licensor's insolvency or bankruptcy, (b) Licensor's material breach that remains uncured for sixty (60) days, or (c) Licensor's discontinuation of the Licensed Software. Upon release, Licensee shall have a limited license to use the source code solely for maintenance purposes.",MEDIUM_RISK,IP Rights,Escrow Provision,hard,synthetic,Source code escrow with limited release triggers — protective but release conditions may be narrow,test
UC7_046,"Neither party shall be liable for any failure or delay in performing its obligations where such failure or delay results from Force Majeure Events including, but not limited to, acts of God, war, terrorism, pandemic, government action, labor disputes, fire, flood, earthquake, or interruption of utility services. The affected party shall use reasonable efforts to mitigate the impact and resume performance.",MEDIUM_RISK,Force Majeure,Broad Force Majeure,easy,synthetic,Broad force majeure with mitigation requirement — standard but medium risk due to breadth,test
UC7_047,"If a Force Majeure Event continues for more than ninety (90) days, either party may terminate this Agreement upon thirty (30) days' written notice. Upon such termination, Client shall pay for all Services performed and expenses incurred prior to the Force Majeure Event, and Provider shall refund any prepaid fees for Services not yet performed.",MEDIUM_RISK,Force Majeure,Extended Force Majeure,medium,synthetic,Termination right after 90-day force majeure with equitable settlement — moderate risk,test
UC7_048,"Provider shall be excused from performance during Force Majeure Events as defined herein. Client's payment obligations shall not be excused or deferred due to Force Majeure Events, and Client shall continue to pay all fees as they become due regardless of Provider's ability to perform. Provider shall use commercially reasonable efforts to resume performance as soon as practicable.",MEDIUM_RISK,Force Majeure,Asymmetric Force Majeure,hard,synthetic,Force majeure excuses performance but not payment — asymmetric allocation,test
UC7_049,"Force Majeure Events shall include the events described in Section 12.1, provided that cyber attacks, ransomware, distributed denial of service attacks, and other security incidents shall not constitute Force Majeure Events and shall remain the sole responsibility of the affected party. Each party shall maintain reasonable security measures as a condition of invoking force majeure protections.",MEDIUM_RISK,Force Majeure,Cyber Event Carve-Out,hard,synthetic,Carves out cyber events from force majeure — allocates security risk regardless of fault,test
UC7_050,"Supplier shall be excused from timely delivery in the event of supply chain disruptions beyond its reasonable control, including raw material shortages, shipping delays, and port closures. Supplier shall provide Buyer with prompt written notice and an estimated timeline for resumption. Buyer may cancel affected purchase orders without penalty if delivery is delayed by more than sixty (60) days.",MEDIUM_RISK,Force Majeure,Supply Chain Disruption,medium,synthetic,Supply chain force majeure with cancellation right — balanced but leaves interim costs unaddressed,test
UC7_051,"Client shall pay all invoices within thirty (30) days of the invoice date. Invoices shall be submitted monthly in arrears for Services performed during the preceding calendar month. Late payments shall accrue interest at a rate of one and one-half percent (1.5%) per month or the maximum rate permitted by law, whichever is less.",LOW_RISK,Payment,Standard Net Terms,easy,synthetic,Standard Net-30 with reasonable late interest — low risk,train
UC7_052,"All amounts due under this Agreement shall be payable within sixty (60) days of receipt of a valid invoice. Each invoice shall include a detailed description of the Services performed, applicable hourly rates, and any approved expenses. Provider may not submit invoices more frequently than once per calendar month.",LOW_RISK,Payment,Net-60 Terms,easy,synthetic,Net-60 with invoicing detail requirements — standard commercial terms,train
UC7_053,Fees shall be invoiced upon completion and Client acceptance of each milestone as set forth in the Project Plan. Client shall have ten (10) business days to review each deliverable and provide acceptance or detailed written objection. Payment for accepted milestones shall be due within thirty (30) days of acceptance.,LOW_RISK,Payment,Milestone Payments,medium,synthetic,"Milestone-based payments with acceptance period — low risk, standard project terms",train
UC7_054,"Client shall reimburse Contractor for pre-approved, reasonable, and documented out-of-pocket expenses incurred in the performance of the Services. All expenses exceeding $500 must receive prior written approval from Client. Expense reimbursement requests must be submitted within sixty (60) days of incurrence, accompanied by receipts.",LOW_RISK,Payment,Expense Reimbursement,medium,synthetic,Pre-approval expense policy with documentation requirements — low risk,train
UC7_055,"If Client disputes any invoice in good faith, Client shall pay the undisputed portion and provide written notice of the disputed amount with reasonable supporting detail within fifteen (15) days of receipt. The parties shall negotiate in good faith to resolve the dispute within thirty (30) days. Undisputed amounts remain subject to late payment interest.",LOW_RISK,Payment,Disputed Invoice Process,hard,synthetic,Dispute resolution process for invoices — seems protective on both sides,train
UC7_056,"Each party agrees to hold in confidence all Confidential Information received from the other party and to use such information solely for the purposes of this Agreement. Confidential Information shall not include information that is (a) publicly available, (b) rightfully known prior to disclosure, (c) independently developed, or (d) rightfully received from a third party without restriction.",LOW_RISK,Confidentiality,Standard NDA,easy,synthetic,Mutual NDA with standard carve-outs — low risk,train
UC7_057,"The obligations of confidentiality set forth in this Section shall survive for a period of three (3) years following the termination or expiration of this Agreement. Upon request, each party shall return or destroy all Confidential Information of the other party and certify such return or destruction in writing.",LOW_RISK,Confidentiality,Duration Limited,easy,synthetic,3-year confidentiality with return/destroy obligation — standard,train
UC7_058,"If a Receiving Party is compelled by law, regulation, or legal process to disclose Confidential Information, the Receiving Party shall (a) provide prompt written notice to the Disclosing Party to the extent legally permitted, (b) cooperate with the Disclosing Party's efforts to obtain a protective order, and (c) disclose only that portion of the Confidential Information that is legally required.",LOW_RISK,Confidentiality,Compelled Disclosure,medium,synthetic,Standard compelled disclosure carve-out with notice and cooperation — low risk,train
UC7_059,"Each party shall restrict access to the other party's Confidential Information to those employees, contractors, and advisors who have a need to know such information for the purposes of this Agreement and who are bound by confidentiality obligations no less restrictive than those contained herein. Each party shall be responsible for any breach of this Section by its personnel.",LOW_RISK,Confidentiality,Employee Access,medium,synthetic,Need-to-know access control with downstream binding — standard practice,train
UC7_060,"Nothing in this Agreement shall restrict either party from using Residual Information for any purpose. 'Residual Information' means ideas, concepts, know-how, or techniques that are retained in the unaided memory of personnel who have had access to Confidential Information, provided that this right does not constitute a license under any patent, copyright, or other intellectual property right.",LOW_RISK,Confidentiality,Residuals Clause,hard,synthetic,Residuals clause — appears benign but allows retention of concepts in memory,train
UC7_061,"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. The parties consent to the exclusive jurisdiction and venue of the state and federal courts located in Wilmington, Delaware.",LOW_RISK,Governing Law,Choice of Law,easy,synthetic,Standard Delaware choice of law with exclusive jurisdiction — low risk,train
UC7_062,"Any dispute arising out of or relating to this Agreement shall be resolved by binding arbitration administered by the American Arbitration Association under its Commercial Arbitration Rules. The arbitration shall be conducted in New York, New York, before a single arbitrator. The arbitrator's decision shall be final and binding and may be entered as a judgment in any court of competent jurisdiction.",LOW_RISK,Governing Law,Arbitration,easy,synthetic,"Standard AAA arbitration clause — low risk, common commercial provision",train
UC7_063,"Prior to initiating arbitration or litigation, the parties shall attempt to resolve any dispute through good faith mediation. Either party may initiate mediation by written notice, and the parties shall select a mutually agreeable mediator within fourteen (14) days. If the dispute is not resolved within forty-five (45) days of the mediation notice, either party may proceed to binding arbitration.",LOW_RISK,Governing Law,Mediation First,medium,synthetic,Tiered dispute resolution — mediation then arbitration — low risk,train
UC7_064,"EACH PARTY HEREBY IRREVOCABLY WAIVES ALL RIGHT TO A TRIAL BY JURY IN ANY ACTION, PROCEEDING, OR COUNTERCLAIM ARISING OUT OF OR RELATING TO THIS AGREEMENT OR THE TRANSACTIONS CONTEMPLATED HEREBY. Each party certifies that this waiver is made knowingly, voluntarily, and without duress.",LOW_RISK,Governing Law,Waiver of Jury Trial,medium,synthetic,"Mutual jury trial waiver — standard in commercial contracts, low risk",train
UC7_065,"In the event of any legal proceeding arising under this Agreement, the prevailing party shall be entitled to recover its reasonable attorneys' fees, costs, and expenses from the non-prevailing party. For purposes of this provision, 'prevailing party' means the party that obtains substantially the relief sought, as determined by the arbitrator or court.",LOW_RISK,Governing Law,Attorneys' Fees,hard,synthetic,Prevailing party attorneys' fees — seems neutral but 'substantially' can be litigated,train
UC7_066,"All notices under this Agreement shall be in writing and shall be deemed duly given when delivered personally, sent by nationally recognized overnight courier, or sent by certified mail, return receipt requested, to the addresses set forth on the signature page. Either party may change its notice address by written notice to the other party.",LOW_RISK,General Provisions,Notice Provisions,easy,synthetic,Standard notice provision — low risk,train
UC7_067,"Neither party may assign this Agreement or any of its rights or obligations hereunder without the prior written consent of the other party, which consent shall not be unreasonably withheld. Notwithstanding the foregoing, either party may assign this Agreement to an affiliate or in connection with a merger, acquisition, or sale of substantially all of its assets.",LOW_RISK,General Provisions,Assignment,easy,synthetic,Standard assignment clause with M&A carve-out — low risk,train
UC7_068,"This Agreement may not be amended, modified, or supplemented except by a written instrument signed by authorized representatives of both parties. No waiver of any provision shall be effective unless in writing and signed by the waiving party. A waiver on one occasion shall not constitute a waiver on any subsequent occasion.",LOW_RISK,General Provisions,Amendment,medium,synthetic,Standard amendment and waiver clause — protects against oral modifications,test
UC7_069,"During the term and for two (2) years following termination, each party shall maintain commercially reasonable insurance coverage appropriate to its obligations under this Agreement, including commercial general liability and professional liability insurance. Each party shall provide certificates of insurance upon reasonable request by the other party.",LOW_RISK,General Provisions,Insurance,hard,synthetic,Mutual insurance maintenance — 'commercially reasonable' is subjective but standard,test
UC7_070,"Each party shall comply with all applicable federal, state, and local laws, regulations, and ordinances in the performance of its obligations under this Agreement. Each party shall promptly notify the other if it becomes aware of any regulatory change that may materially affect either party's obligations or rights hereunder.",LOW_RISK,General Provisions,Compliance with Laws,hard,synthetic,"Mutual compliance clause with notification — low risk, but 'materially affect' is subjective",test
UC7_071,"Provider shall process Personal Data only on behalf of and in accordance with Client's documented instructions. Provider shall implement appropriate technical and organizational measures to ensure a level of security appropriate to the risk, including encryption at rest and in transit, access controls, and regular security assessments.",LOW_RISK,Data Privacy,Standard DPA,medium,synthetic,"Standard data processing agreement terms — GDPR-aligned, low risk",test
UC7_072,"In the event of a Personal Data Breach, Processor shall notify Controller without undue delay and in any event within seventy-two (72) hours of becoming aware of the breach. Such notification shall include the nature of the breach, categories and approximate number of data subjects affected, likely consequences, and measures taken or proposed to address the breach.",LOW_RISK,Data Privacy,Breach Notification Standard,medium,synthetic,72-hour breach notification aligned with GDPR Article 33 — standard compliance,test
UC7_073,"Processor shall not engage any Sub-Processor without prior written authorization from Controller. Processor shall provide Controller with a current list of Sub-Processors and at least thirty (30) days' prior notice of any intended addition or replacement. Controller may object to any new Sub-Processor on reasonable grounds, and if the objection cannot be resolved, Controller may terminate the affected Services.",LOW_RISK,Data Privacy,Sub-Processor,hard,synthetic,Sub-processor controls with objection rights — thorough but standard GDPR compliance,test
UC7_074,"Either party may terminate this Agreement upon ninety (90) days' prior written notice to the other party. Upon termination, each party shall promptly return or destroy the other party's Confidential Information and pay all amounts due for Services performed through the effective date of termination.",LOW_RISK,Termination,Standard Notice,easy,synthetic,Mutual termination with 90-day notice and equitable wind-down — low risk,test
UC7_075,Either party may terminate this Agreement for material breach if the breaching party fails to cure such breach within thirty (30) days of receiving written notice specifying the breach in reasonable detail. Termination for cause shall not relieve the breaching party of liability for damages arising from the breach or affect any accrued rights or obligations.,LOW_RISK,Termination,Cure Period,hard,synthetic,"Standard cure period termination — 30-day cure, preserves accrued rights",test
UC7_076,"'Affiliate' means, with respect to a party, any entity that directly or indirectly controls, is controlled by, or is under common control with such party, where 'control' means ownership of fifty percent (50%) or more of the voting securities or equivalent ownership interest.",STANDARD,General Provisions,Definitions,easy,synthetic,Standard definition of Affiliate — pure boilerplate,train
UC7_077,"'Confidential Information' means all non-public information disclosed by one party to the other in connection with this Agreement, whether in written, oral, electronic, or other form, that is designated as confidential or that a reasonable person would understand to be confidential given the nature of the information and the circumstances of disclosure.",STANDARD,General Provisions,Definitions,easy,synthetic,Standard Confidential Information definition — boilerplate,train
UC7_078,"'Effective Date' means the date on which the last party signs this Agreement. 'Term' means the period commencing on the Effective Date and continuing for twelve (12) months, unless earlier terminated in accordance with Section 10.",STANDARD,General Provisions,Definitions,easy,synthetic,Standard effective date and term definitions — boilerplate,train
UC7_079,"'Intellectual Property Rights' means all patents, copyrights, trademarks, trade secrets, and other intellectual property rights, including all applications and registrations relating thereto, and all rights to sue for past, present, and future infringement, misappropriation, or dilution thereof.",STANDARD,General Provisions,Definitions,medium,synthetic,Standard IP rights definition — comprehensive but neutral,train
